class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
A,0.6118607521057129,0.7242298722267151,-5.584367954725167e-07,0.0,0.5303411483764648,0.6638525724411011,-0.0149078955873847,0.0,0.4816366136074066,0.5619688034057617,-0.010646147653460503,0.0,0.4698992371559143,0.47101008892059326,-0.010601922869682312,0.0,0.44898757338523865,0.4094398319721222,-0.004592524375766516,0.0,0.5222342014312744,0.4858578145503998,0.051068224012851715,0.0,0.5303176641464233,0.42593055963516235,0.0239118542522192,0.0,0.5292227268218994,0.4903484582901001,0.0030859692487865686,0.0,0.5229781270027161,0.5376214981079102,-0.00447213277220726,0.0,0.5658913254737854,0.48037806153297424,0.048232413828372955,0.0,0.5704475045204163,0.4257051646709442,0.024502160027623177,0.0,0.5695871710777283,0.501092255115509,0.01184974703937769,0.0,0.5646231174468994,0.5370613932609558,0.01163021381944418,0.0,0.6075390577316284,0.4875718951225281,0.03592883050441742,0.0,0.6137331128120422,0.4356345236301422,0.013130530714988708,0.0,0.6078787446022034,0.5037388801574707,0.01980428583920002,0.0,0.6007751822471619,0.5380391478538513,0.031852878630161285,0.0,0.6508468389511108,0.5055909752845764,0.02075975202023983,0.0,0.6545017957687378,0.4670972228050232,0.014423174783587456,0.0,0.6430919170379639,0.5187804102897644,0.027649838477373123,0.0,0.6340080499649048,0.5452964901924133,0.04139569774270058,0.0
A,0.48980391025543213,0.5517496466636658,-2.0152942425966103e-08,0.0,0.4829421639442444,0.5186246037483215,-0.005305774975568056,0.0,0.48064693808555603,0.48264411091804504,-0.009531420655548573,0.0,0.4736942946910858,0.4540725648403168,-0.013818307779729366,0.0,0.46702539920806885,0.4306632876396179,-0.01768762618303299,0.0,0.49531668424606323,0.4787396788597107,-0.009584040381014347,0.0,0.4866364598274231,0.44428128004074097,-0.02202560566365719,0.0,0.4742690920829773,0.421908438205719,-0.03132924810051918,0.0,0.46147847175598145,0.40789011120796204,-0.036498118191957474,0.0,0.4930969774723053,0.48184213042259216,-0.011144260875880718,0.0,0.4870249032974243,0.448698490858078,-0.02230215258896351,0.0,0.4750644862651825,0.42622265219688416,-0.02923615835607052,0.0,0.4618677794933319,0.41019439697265625,-0.03328002244234085,0.0,0.4902489185333252,0.48479506373405457,-0.01344215963035822,0.0,0.48515307903289795,0.4524163007736206,-0.022637924179434776,0.0,0.47462642192840576,0.4301970303058624,-0.025121547281742096,0.0,0.46268898248672485,0.41372713446617126,-0.02539478801190853,0.0,0.4864610433578491,0.48869556188583374,-0.016204508021473885,0.0,0.48375552892684937,0.45965611934661865,-0.02231120504438877,0.0,0.4779948592185974,0.43975692987442017,-0.02317015454173088,0.0,0.47021591663360596,0.4245217442512512,-0.022794777527451515,0.0
A,0.510341227054596,0.5915718078613281,7.650658773172836e-08,0.0,0.5012872219085693,0.5612607002258301,-0.003523345571011305,0.0,0.49839040637016296,0.520312488079071,-0.005686623509973288,0.0,0.49464282393455505,0.4877372682094574,-0.007824146188795567,0.0,0.48981228470802307,0.46118006110191345,-0.009736444801092148,0.0,0.5050435662269592,0.5168311595916748,-0.007868840359151363,0.0,0.501238226890564,0.4781474471092224,-0.018332788720726967,0.0,0.49436628818511963,0.4471926987171173,-0.02613944187760353,0.0,0.48720303177833557,0.42304012179374695,-0.031151333823800087,0.0,0.5079566836357117,0.5180227756500244,-0.01057797484099865,0.0,0.505496084690094,0.4796287417411804,-0.019823160022497177,0.0,0.4975597560405731,0.4488644003868103,-0.026260491460561752,0.0,0.4887987971305847,0.4216359853744507,-0.030535012483596802,0.0,0.510475218296051,0.5202053785324097,-0.013634413480758667,0.0,0.509219765663147,0.4847991168498993,-0.020957544445991516,0.0,0.5031332969665527,0.4571681618690491,-0.023104393854737282,0.0,0.49546054005622864,0.43269336223602295,-0.024009015411138535,0.0,0.5121193528175354,0.525292158126831,-0.017169734463095665,0.0,0.5122989416122437,0.4967583417892456,-0.022735286504030228,0.0,0.5094462037086487,0.4753766357898712,-0.023473426699638367,0.0,0.505050778388977,0.45643511414527893,-0.02341240458190441,0.0
A,0.6339622735977173,0.7541306614875793,-5.210073936723347e-07,0.0,0.5562624931335449,0.694501519203186,-0.021268188953399658,0.0,0.5143617987632751,0.5917434096336365,-0.02009040117263794,0.0,0.5090098977088928,0.4954473078250885,-0.02151455171406269,0.0,0.4882168471813202,0.43254315853118896,-0.016772642731666565,0.0,0.5572725534439087,0.5228555798530579,0.04225151613354683,0.0,0.569441556930542,0.4638780355453491,0.010129725560545921,0.0,0.5642910599708557,0.535546064376831,-0.011231380514800549,0.0,0.5599481463432312,0.5815926194190979,-0.018873633816838264,0.0,0.601340651512146,0.5227186679840088,0.04158197343349457,0.0,0.6105868816375732,0.4618227481842041,0.0060486258007586,0.0,0.6010490655899048,0.5499521493911743,-0.008705704472959042,0.0,0.5970137119293213,0.5849204063415527,-0.0076366085559129715,0.0,0.6424448490142822,0.5351362824440002,0.0313156358897686,0.0,0.6551477313041687,0.4780052900314331,-0.004422090947628021,0.0,0.6403201818466187,0.5589942932128906,0.0032073073089122772,0.0,0.6345168352127075,0.5919663906097412,0.0198545902967453,0.0,0.6858978271484375,0.5541701912879944,0.018477611243724823,0.0,0.6921843886375427,0.514148473739624,0.0038729209918528795,0.0,0.6755548119544983,0.5730116367340088,0.01727372221648693,0.0,0.6681638956069946,0.5968275666236877,0.03317524120211601,0.0
A,0.47867846488952637,0.552920401096344,-4.684160281875904e-10,0.0,0.4706486463546753,0.5203683376312256,-0.0029067478608340025,0.0,0.46909642219543457,0.48943644762039185,-0.004690248519182205,0.0,0.4647795855998993,0.46588295698165894,-0.006365849170833826,0.0,0.46003472805023193,0.44763684272766113,-0.007693880703300238,0.0,0.4864184856414795,0.4880627393722534,-0.005365894641727209,0.0,0.4769783914089203,0.45766380429267883,-0.012596210464835167,0.0,0.4650147557258606,0.4344461262226105,-0.018522130325436592,0.0,0.45359739661216736,0.41768190264701843,-0.022360756993293762,0.0,0.48524904251098633,0.4869436025619507,-0.006326726172119379,0.0,0.47515761852264404,0.4564984440803528,-0.012458682991564274,0.0,0.4633706510066986,0.43504583835601807,-0.017013274133205414,0.0,0.4519965946674347,0.41896000504493713,-0.020221993327140808,0.0,0.4822140038013458,0.4858691990375519,-0.007641939911991358,0.0,0.4722590744495392,0.4562433362007141,-0.012672883458435535,0.0,0.46095436811447144,0.4354025721549988,-0.014575611799955368,0.0,0.4496136009693146,0.41995593905448914,-0.01539144478738308,0.0,0.47728073596954346,0.4860130250453949,-0.009234156459569931,0.0,0.4701676666736603,0.4592374265193939,-0.013109676539897919,0.0,0.46303680539131165,0.4416640102863312,-0.013904614374041557,0.0,0.45499294996261597,0.42842715978622437,-0.013886505737900734,0.0
A,0.478028267621994,0.5225054025650024,-1.0654315651947854e-08,0.0,0.48416075110435486,0.5037407875061035,-0.008765177801251411,0.0,0.4846906065940857,0.4823693335056305,-0.013124876655638218,0.0,0.477996289730072,0.46325066685676575,-0.016204100102186203,0.0,0.47236278653144836,0.44906434416770935,-0.01883627288043499,0.0,0.48704367876052856,0.47289690375328064,-0.010272878222167492,0.0,0.4749545753002167,0.4504016935825348,-0.018819725140929222,0.0,0.4638999402523041,0.43462538719177246,-0.025298645719885826,0.0,0.4537336230278015,0.423467755317688,-0.029304254800081253,0.0,0.4803497791290283,0.4712134897708893,-0.008525426499545574,0.0,0.469079852104187,0.4502897262573242,-0.016311418265104294,0.0,0.45960259437561035,0.4354701638221741,-0.021262189373373985,0.0,0.45078855752944946,0.4231095016002655,-0.024450017139315605,0.0,0.4737030863761902,0.4702191948890686,-0.007656383328139782,0.0,0.4643218219280243,0.44952937960624695,-0.014789771288633347,0.0,0.4564787745475769,0.4346960783004761,-0.017203552648425102,0.0,0.44880467653274536,0.42283421754837036,-0.018045887351036072,0.0,0.4676806926727295,0.47063830494880676,-0.007490829564630985,0.0,0.4625972509384155,0.4521571695804596,-0.01314488984644413,0.0,0.4577696919441223,0.43921518325805664,-0.014682580716907978,0.0,0.4526389539241791,0.4284743070602417,-0.01498086005449295,0.0
A,0.48475590348243713,0.5081213116645813,8.375968718610238e-08,0.0,0.49458047747612,0.5041648745536804,-0.018128279596567154,0.0,0.4973311424255371,0.4961302876472473,-0.02779698558151722,0.0,0.49550583958625793,0.4905349910259247,-0.034335460513830185,0.0,0.4943973124027252,0.488979309797287,-0.040575284510850906,0.0,0.48666903376579285,0.4724518358707428,-0.022778011858463287,0.0,0.4785400629043579,0.45658648014068604,-0.030838564038276672,0.0,0.470880389213562,0.44598153233528137,-0.03704211488366127,0.0,0.46319127082824707,0.4376319646835327,-0.041173119097948074,0.0,0.4792604148387909,0.471176415681839,-0.016399692744016647,0.0,0.47101029753685,0.45578092336654663,-0.023841163143515587,0.0,0.46350038051605225,0.44393840432167053,-0.029110867530107498,0.0,0.45596227049827576,0.4344184398651123,-0.032795652747154236,0.0,0.4739023745059967,0.4713802933692932,-0.010895914398133755,0.0,0.46687018871307373,0.4567583501338959,-0.016685398295521736,0.0,0.46035945415496826,0.44612595438957214,-0.020258504897356033,0.0,0.4539439380168915,0.4368501901626587,-0.022472573444247246,0.0,0.46992507576942444,0.4724007546901703,-0.006821671966463327,0.0,0.4646567404270172,0.4597279727458954,-0.011171448044478893,0.0,0.4601435363292694,0.45035913586616516,-0.013446230441331863,0.0,0.45586901903152466,0.44280359148979187,-0.01488433312624693,0.0
A,0.4834197759628296,0.49616649746894836,9.43406703868277e-08,0.0,0.48869332671165466,0.4853740334510803,-0.008365079760551453,0.0,0.4868900775909424,0.47011598944664,-0.01240293774753809,0.0,0.4818546175956726,0.4582235813140869,-0.014789806678891182,0.0,0.476458340883255,0.4486732482910156,-0.017075853422284126,0.0,0.48370566964149475,0.47002390027046204,-0.013832819648087025,0.0,0.4752858579158783,0.45394405722618103,-0.01986331306397915,0.0,0.4682694673538208,0.44198498129844666,-0.023319587111473083,0.0,0.4618167579174042,0.43303611874580383,-0.025350477546453476,0.0,0.4773077964782715,0.47309258580207825,-0.011650537140667439,0.0,0.469473659992218,0.45649006962776184,-0.01721099205315113,0.0,0.4627150893211365,0.44375431537628174,-0.02012716978788376,0.0,0.4564554989337921,0.4329243004322052,-0.02192407287657261,0.0,0.4715982675552368,0.47570672631263733,-0.00972058717161417,0.0,0.46419569849967957,0.460326611995697,-0.01432986930012703,0.0,0.45762982964515686,0.4484504163265228,-0.016101760789752007,0.0,0.45145654678344727,0.4382626712322235,-0.016846973448991776,0.0,0.4663141071796417,0.4779357314109802,-0.008322653360664845,0.0,0.4599446654319763,0.46520698070526123,-0.012143605388700962,0.0,0.4551863372325897,0.45551711320877075,-0.013486200012266636,0.0,0.45119696855545044,0.4473065733909607,-0.01393690425902605,0.0
A,0.6175712943077087,0.7098953127861023,-5.824276740895584e-07,0.0,0.535593569278717,0.6706706285476685,-0.017873942852020264,0.0,0.4855238199234009,0.5764789581298828,-0.017885146662592888,0.0,0.4729602634906769,0.4839222729206085,-0.02100530080497265,0.0,0.4513852000236511,0.42180898785591125,-0.018617991358041763,0.0,0.5215991735458374,0.49635571241378784,0.031853172928094864,0.0,0.5234659314155579,0.4354674518108368,-0.004390794783830643,0.0,0.5257197022438049,0.51263427734375,-0.024815652519464493,0.0,0.5269780158996582,0.5504486560821533,-0.031313344836235046,0.0,0.5655580163002014,0.48906785249710083,0.02779339998960495,0.0,0.5621148347854614,0.4260212779045105,-0.010124103166162968,0.0,0.5605391263961792,0.5207410454750061,-0.020219285041093826,0.0,0.5656894445419312,0.5428124666213989,-0.014837626367807388,0.0,0.6088873147964478,0.49216216802597046,0.014516777358949184,0.0,0.6061816215515137,0.42970871925354004,-0.0247335247695446,0.0,0.5995680689811707,0.5202686786651611,-0.01353435218334198,0.0,0.6043421030044556,0.5439273118972778,0.0068661924451589584,0.0,0.6545282602310181,0.5010848641395569,-0.0009121601469814777,0.0,0.6473424434661865,0.4606795012950897,-0.018900956958532333,0.0,0.6363749504089355,0.5264233946800232,-0.0043700505048036575,0.0,0.6399108171463013,0.5477625131607056,0.013554778881371021,0.0
A,0.4733801782131195,0.5251709818840027,3.5935528330810484e-08,0.0,0.46120205521583557,0.49551934003829956,-0.0008392494637519121,0.0,0.4565645456314087,0.46137508749961853,-0.0028238543309271336,0.0,0.4511459171772003,0.4354057312011719,-0.005332681350409985,0.0,0.4459918737411499,0.41407161951065063,-0.008067019283771515,0.0,0.4653562903404236,0.4602349102497101,-0.0073883491568267345,0.0,0.4596606194972992,0.4329816699028015,-0.017273789271712303,0.0,0.44995057582855225,0.4109908640384674,-0.02480085752904415,0.0,0.44032910466194153,0.39545711874961853,-0.029629133641719818,0.0,0.4689120948314667,0.46496397256851196,-0.01142759807407856,0.0,0.46524113416671753,0.4364011287689209,-0.020522402599453926,0.0,0.45444172620773315,0.41314828395843506,-0.026466604322195053,0.0,0.443096786737442,0.39497628808021545,-0.030496113002300262,0.0,0.4727557301521301,0.47190728783607483,-0.01562113594263792,0.0,0.47103631496429443,0.44424790143966675,-0.023234764114022255,0.0,0.46192094683647156,0.4220949709415436,-0.026258448138833046,0.0,0.45154881477355957,0.4046846330165863,-0.02779422141611576,0.0,0.4764813482761383,0.48223820328712463,-0.019921647384762764,0.0,0.47833290696144104,0.4592311978340149,-0.026245657354593277,0.0,0.47443288564682007,0.44127291440963745,-0.028441134840250015,0.0,0.4686990976333618,0.42659425735473633,-0.029464149847626686,0.0
